Adapted start,Adapted end,Classification,,,,,
1254.75,1255.25,traffic,,,,,
1255.25,1255.75,traffic,,,,,
1255.75,1256.25,traffic,,,,,
1256.25,1256.75,traffic,,,,,
1256.75,1257.25,traffic,,,,,
1257.25,1257.75,traffic,,,,,
1257.75,1258.25,traffic,,,,,
1258.25,1258.75,traffic,,,,,
1258.75,1259.25,traffic,,,,,
1259.25,1259.75,traffic,,,,,
1259.75,1260.25,traffic,,,,,
1260.25,1260.75,traffic,,,,,
1260.75,1261.25,traffic,,,,,
1261.25,1261.75,traffic,,,,,
1261.75,1262.25,traffic,,,,,
1262.25,1262.75,traffic,,,,,
1262.75,1263.25,traffic,,,,,
1263.25,1263.75,traffic,,,,,
1263.75,1264.25,traffic,,,,,
1264.25,1264.75,traffic,,,,,
1264.75,1265.25,traffic,,,,,
1265.25,1265.75,traffic,,,,,
1265.75,1266.25,traffic,,,,,
1266.25,1266.75,traffic,,,,,
1266.75,1267.25,traffic,,,,,
1267.25,1267.75,traffic,,,,,
1267.75,1268.25,traffic,,,,,
1268.25,1268.75,traffic,,,,,
1268.75,1269.25,traffic,,,,,
1269.25,1269.75,traffic,,,,,
1269.75,1270.25,traffic,,,,,
1270.25,1270.75,traffic,,,,,
1270.75,1271.25,traffic,,,,,
1271.25,1271.75,traffic,,,,,
1271.75,1272.25,traffic,,,,,
1272.25,1272.75,traffic,,,,,
1272.75,1273.25,traffic,,,,,
1273.25,1273.75,traffic,,,,,
1273.75,1274.25,traffic,,,,,
1274.25,1274.75,traffic,,,,,
1274.75,1275.25,traffic,,,,,
1275.25,1275.75,traffic,,,,,
1275.75,1276.25,traffic,,,,,
1276.25,1276.75,traffic,,,,,
1276.75,1277.25,traffic,,,,,
1277.25,1277.75,traffic,,,,,
1277.75,1278.25,traffic,,,,,
1278.25,1278.75,traffic,,,,,
1278.75,1279.25,traffic,,,,,
1279.25,1279.75,traffic,,,,,
1279.75,1280.25,traffic,,,,,
1280.25,1280.75,traffic,,,,,
1280.75,1281.25,traffic,,,,,
1281.25,1281.75,traffic,,,,,
1281.75,1282.25,traffic,,,,,
1282.25,1282.75,traffic,,,,,
1282.75,1283.25,traffic,,,,,
1283.25,1283.75,traffic,,,,,
1283.75,1284.25,traffic,,,,,
1284.25,1284.75,traffic,,,,,
1284.75,1285.25,traffic,,,,,
1285.25,1285.75,traffic,,,,,
1285.75,1286.25,other,,,,,
1286.25,1286.75,traffic,,,,,
1286.75,1287.25,traffic,,,,,
1287.25,1287.75,other,,,,,
1287.75,1288.25,traffic,,,,,
1288.25,1288.75,traffic,,,,,
1288.75,1289.25,other,,,,,
1289.25,1289.75,traffic,,,,,
1289.75,1290.25,traffic,,,,,
1290.25,1290.75,traffic,,,,,
1290.75,1291.25,traffic,,,,,
1291.25,1291.75,traffic,,,,,
1291.75,1292.25,traffic,,,,,
1292.25,1292.75,traffic,,,,,
1292.75,1293.25,traffic,,,,,
1293.25,1293.75,traffic,,,,,
1293.75,1294.25,traffic,,,,,
1294.25,1294.75,traffic,,,,,
1294.75,1295.25,traffic,,,,,
1295.25,1295.75,traffic,,,,,
1295.75,1296.25,traffic,,,,,
1296.25,1296.75,traffic,,,,,
1296.75,1297.25,traffic,,,,,
1297.25,1297.75,traffic,,,,,
1297.75,1298.25,traffic,,,,,
1298.25,1298.75,traffic,,,,,
1298.75,1299.25,traffic,,,,,
1299.25,1299.75,traffic,,,,,
1299.75,1300.25,traffic,,,,,
1300.25,1300.75,traffic,,,,,
1300.75,1301.25,other,,,,,
1301.25,1301.75,traffic,,,,,
1301.75,1302.25,traffic,,,,,
1302.25,1302.75,traffic,,,,,
1302.75,1303.25,traffic,,,,,
1303.25,1303.75,traffic,,,,,
1303.75,1304.25,traffic,,,,,
1304.25,1304.75,traffic,,,,,
1304.75,1305.25,traffic,,,,,
1305.25,1305.75,traffic,,,,,
1305.75,1306.25,other,,,,,
1306.25,1306.75,other,,,,,
1306.75,1307.25,traffic,,,,,
1307.25,1307.75,traffic,,,,,
1307.75,1308.25,traffic,,,,,
1308.25,1308.75,traffic,,,,,
1308.75,1309.25,other,,,,,
1309.25,1309.75,traffic,,,,,
1309.75,1310.25,traffic,,,,,
1310.25,1310.75,traffic,,,,,
1310.75,1311.25,traffic,,,,,
1311.25,1311.75,traffic,,,,,
1311.75,1312.25,traffic,,,,,
1312.25,1312.75,traffic,,,,,
1312.75,1313.25,traffic,,,,,
1313.25,1313.75,traffic,,,,,
1313.75,1314.25,traffic,,,,,
1314.25,1314.75,traffic,,,,,
1314.75,1315.25,other,,,,,
1315.25,1315.75,traffic,,,,,
1315.75,1316.25,traffic,,,,,
1316.25,1316.75,traffic,,,,,
1316.75,1317.25,traffic,,,,,
1317.25,1317.75,traffic,,,,,
1317.75,1318.25,other,,,,,
1318.25,1318.75,other,,,,,
1318.75,1319.25,other,,,,,
1319.25,1319.75,traffic,,,,,
1319.75,1320.25,traffic,,,,,
1320.25,1320.75,other,,,,,
1320.75,1321.25,traffic,,,,,
1321.25,1321.75,traffic,,,,,
1321.75,1322.25,traffic,,,,,
1322.25,1322.75,traffic,,,,,
1322.75,1323.25,traffic,,,,,
1323.25,1323.75,traffic,,,,,
1323.75,1324.25,other,,,,,
1324.25,1324.75,traffic,,,,,
1324.75,1325.25,traffic,,,,,
1325.25,1325.75,traffic,,,,,
1325.75,1326.25,traffic,,,,,
1326.25,1326.75,traffic,,,,,
1326.75,1327.25,traffic,,,,,
1327.25,1327.75,traffic,,,,,
1327.75,1328.25,traffic,,,,,
1328.25,1328.75,traffic,,,,,
1328.75,1329.25,other,,,,,
1329.25,1329.75,other,,,,,
1329.75,1330.25,other,,,,,
1330.25,1330.75,other,,,,,
1330.75,1331.25,other,,,,,
1331.25,1331.75,other,,,,,
1331.75,1332.25,other,,,,,
1332.25,1332.75,traffic,,,,,
1332.75,1333.25,traffic,,,,,
1333.25,1333.75,traffic,,,,,
1333.75,1334.25,traffic,,,,,
1334.25,1334.75,traffic,,,,,
1334.75,1335.25,other,,,,,
1335.25,1335.75,other,,,,,
1335.75,1336.25,traffic,,,,,
1336.25,1336.75,traffic,,,,,
1336.75,1337.25,traffic,,,,,
1337.25,1337.75,traffic,,,,,
1337.75,1338.25,traffic,,,,,
1338.25,1338.75,other,,,,,
1338.75,1339.25,other,,,,,
1339.25,1339.75,other,,,,,
1339.75,1340.25,other,,,,,
1340.25,1340.75,other,,,,,
1340.75,1341.25,other,,,,,
1341.25,1341.75,traffic,,,,,
1341.75,1342.25,traffic,,,,,
1342.25,1342.75,traffic,,,,,
1342.75,1343.25,traffic,,,,,
1343.25,1343.75,other,,,,,
1343.75,1344.25,other,,,,,
1344.25,1344.75,traffic,,,,,
1344.75,1345.25,traffic,,,,,
1345.25,1345.75,other,,,,,
1345.75,1346.25,other,,,,,
1346.25,1346.75,other,,,,,
1346.75,1347.25,other,,,,,
1347.25,1347.75,other,,,,,
1347.75,1348.25,other,,,,,
1348.25,1348.75,traffic,,,,,
1348.75,1349.25,traffic,,,,,
1349.25,1349.75,traffic,,,,,
1349.75,1350.25,other,,,,,
1350.25,1350.75,other,,,,,
1350.75,1351.25,traffic,,,,,
1351.25,1351.75,traffic,,,,,
1351.75,1352.25,traffic,,,,,
1352.25,1352.75,traffic,,,,,
1352.75,1353.25,traffic,,,,,
1353.25,1353.75,traffic,,,,,
1353.75,1354.25,traffic,,,,,
1354.25,1354.75,traffic,,,,,
1354.75,1355.25,traffic,,,,,
1355.25,1355.75,traffic,,,,,
1355.75,1356.25,traffic,,,,,
1356.25,1356.75,traffic,,,,,
1356.75,1357.25,traffic,,,,,
1357.25,1357.75,traffic,,,,,
1357.75,1358.25,traffic,,,,,
1358.25,1358.75,traffic,,,,,
1358.75,1359.25,other,,,,,
1359.25,1359.75,other,,,,,
1359.75,1360.25,other,,,,,
1360.25,1360.75,other,,,,,
1360.75,1361.25,other,,,,,
1361.25,1361.75,other,,,,,
1361.75,1362.25,traffic,,,,,
1362.25,1362.75,traffic,,,,,
1362.75,1363.25,other,,,,,
1363.25,1363.75,traffic,,,,,
1363.75,1364.25,traffic,,,,,
1364.25,1364.75,traffic,,,,,
1364.75,1365.25,other,,,,,
1365.25,1365.75,traffic,,,,,
1365.75,1366.25,other,,,,,
1366.25,1366.75,other,,,,,
1366.75,1367.25,other,,,,,
1367.25,1367.75,traffic,,,,,
1367.75,1368.25,traffic,,,,,
1368.25,1368.75,traffic,,,,,
1368.75,1369.25,other,,,,,
1369.25,1369.75,other,,,,,
1369.75,1370.25,other,,,,,
1370.25,1370.75,other,,,,,
1370.75,1371.25,other,,,,,
1371.25,1371.75,other,,,,,
1371.75,1372.25,other,,,,,
1372.25,1372.75,other,,,,,
1372.75,1373.25,other,,,,,
1373.25,1373.75,other,,,,,
1373.75,1374.25,other,,,,,
1374.25,1374.75,other,,,,,
1374.75,1375.25,traffic,,,,,
1375.25,1375.75,traffic,,,,,
1375.75,1376.25,traffic,,,,,
1376.25,1376.75,traffic,,,,,
1376.75,1377.25,traffic,,,,,
1377.25,1377.75,other,,,,,
1377.75,1378.25,other,,,,,
1378.25,1378.75,other,,,,,
1378.75,1379.25,other,,,,,
1379.25,1379.75,other,,,,,
1379.75,1380.25,traffic,,,,,
1380.25,1380.75,other,,,,,
1380.75,1381.25,traffic,,,,,
1381.25,1381.75,traffic,,,,,
1381.75,1382.25,traffic,,,,,
1382.25,1382.75,traffic,,,,,
1382.75,1383.25,traffic,,,,,
1383.25,1383.75,traffic,,,,,
1383.75,1384.25,traffic,,,,,
1384.25,1384.75,traffic,,,,,
1384.75,1385.25,traffic,,,,,
1385.25,1385.75,traffic,,,,,
1385.75,1386.25,traffic,,,,,
1386.25,1386.75,traffic,,,,,
1386.75,1387.25,traffic,,,,,
1387.25,1387.75,traffic,,,,,
1387.75,1388.25,traffic,,,,,
1388.25,1388.75,traffic,,,,,
1388.75,1389.25,traffic,,,,,
1389.25,1389.75,other,,,,,
1389.75,1390.25,other,,,,,
1390.25,1390.75,traffic,,,,,
1390.75,1391.25,traffic,,,,,
1391.25,1391.75,traffic,,,,,
1391.75,1392.25,traffic,,,,,
1392.25,1392.75,traffic,,,,,
1392.75,1393.25,traffic,,,,,
1393.25,1393.75,traffic,,,,,
1393.75,1394.25,traffic,,,,,
1394.25,1394.75,traffic,,,,,
1394.75,1395.25,traffic,,,,,
1395.25,1395.75,traffic,,,,,
1395.75,1396.25,traffic,,,,,
1396.25,1396.75,traffic,,,,,
1396.75,1397.25,traffic,,,,,
1397.25,1397.75,traffic,,,,,
1397.75,1398.25,traffic,,,,,
1398.25,1398.75,traffic,,,,,
1398.75,1399.25,traffic,,,,,
1399.25,1399.75,traffic,,,,,
1399.75,1400.25,traffic,,,,,
1400.25,1400.75,traffic,,,,,
1400.75,1401.25,traffic,,,,,
1401.25,1401.75,traffic,,,,,
1401.75,1402.25,traffic,,,,,
1402.25,1402.75,traffic,,,,,
1402.75,1403.25,traffic,,,,,
1403.25,1403.75,traffic,,,,,
1403.75,1404.25,traffic,,,,,
1404.25,1404.75,traffic,,,,,
1404.75,1405.25,traffic,,,,,
1405.25,1405.75,traffic,,,,,
1405.75,1406.25,traffic,,,,,
1406.25,1406.75,traffic,,,,,
1406.75,1407.25,traffic,,,,,
1407.25,1407.75,traffic,,,,,
1407.75,1408.25,traffic,,,,,
1408.25,1408.75,traffic,,,,,
1408.75,1409.25,traffic,,,,,
1409.25,1409.75,traffic,,,,,
1409.75,1410.25,traffic,,,,,
1410.25,1410.75,other,,,,,
1410.75,1411.25,other,,,,,
1411.25,1411.75,other,,,,,
1411.75,1412.25,other,,,,,
1412.25,1412.75,other,,,,,
1412.75,1413.25,other,,,,,
1413.25,1413.75,other,,,,,
1413.75,1414.25,other,,,,,
1414.25,1414.75,traffic,,,,,
1414.75,1415.25,other,,,,,
1415.25,1415.75,other,,,,,
1415.75,1416.25,traffic,,,,,
1416.25,1416.75,other,,,,,
1416.75,1417.25,other,,,,,
1417.25,1417.75,other,,,,,
1417.75,1418.25,other,,,,,
1418.25,1418.75,other,,,,,
1418.75,1419.25,other,,,,,
1419.25,1419.75,other,,,,,
1419.75,1420.25,other,,,,,
1420.25,1420.75,other,,,,,
1420.75,1421.25,other,,,,,
1421.25,1421.75,other,,,,,
1421.75,1422.25,other,,,,,
1422.25,1422.75,other,,,,,
1422.75,1423.25,other,,,,,
1423.25,1423.75,traffic,,,,,
1423.75,1424.25,traffic,,,,,
1424.25,1424.75,other,,,,,
1424.75,1425.25,other,,,,,
1425.25,1425.75,other,,,,,
1425.75,1426.25,other,,,,,
1426.25,1426.75,other,,,,,
1426.75,1427.25,other,,,,,
1427.25,1427.75,other,,,,,
1427.75,1428.25,other,,,,,
1428.25,1428.75,other,,,,,
1428.75,1429.25,other,,,,,
1429.25,1429.75,other,,,,,
1429.75,1430.25,other,,,,,
1430.25,1430.75,other,,,,,
1430.75,1431.25,other,,,,,
1431.25,1431.75,other,,,,,
1431.75,1432.25,other,,,,,
1432.25,1432.75,other,,,,,
1432.75,1433.25,other,,,,,
1433.25,1433.75,other,,,,,
1433.75,1434.25,other,,,,,
1434.25,1434.75,traffic,,,,,
1434.75,1435.25,other,,,,,
1435.25,1435.75,traffic,,,,,
1435.75,1436.25,other,,,,,
1436.25,1436.75,other,,,,,
1436.75,1437.25,other,,,,,
1437.25,1437.75,other,,,,,
1437.75,1438.25,other,,,,,
1438.25,1438.75,other,,,,,
1438.75,1439.25,traffic,,,,,
1439.25,1439.75,other,,,,,
1439.75,1440.25,other,,,,,
1440.25,1440.75,other,,,,,
1440.75,1441.25,other,,,,,
1441.25,1441.75,other,,,,,
1441.75,1442.25,traffic,,,,,
1442.25,1442.75,other,,,,,
1442.75,1443.25,other,,,,,
1443.25,1443.75,other,,,,,
1443.75,1444.25,other,,,,,
1444.25,1444.75,other,,,,,
1444.75,1445.25,traffic,,,,,
1445.25,1445.75,traffic,,,,,
1445.75,1446.25,other,,,,,
1446.25,1446.75,other,,,,,
1446.75,1447.25,other,,,,,
1447.25,1447.75,other,,,,,
1447.75,1448.25,other,,,,,
1448.25,1448.75,other,,,,,
1448.75,1449.25,traffic,,,,,
1449.25,1449.75,traffic,,,,,
1449.75,1450.25,traffic,,,,,
1450.25,1450.75,traffic,,,,,
1450.75,1451.25,traffic,,,,,
1451.25,1451.75,traffic,,,,,
1451.75,1452.25,traffic,,,,,
1452.25,1452.75,traffic,,,,,
1452.75,1453.25,traffic,,,,,
1453.25,1453.75,traffic,,,,,
1453.75,1454.25,traffic,,,,,
1454.25,1454.75,traffic,,,,,
1454.75,1455.25,traffic,,,,,
1455.25,1455.75,other,,,,,
1455.75,1456.25,bee,,,,,
1456.25,1456.75,bee,,,,,
1456.75,1457.25,bee,1456.576,1456.75,1457.632,1457.75,bee
1457.25,1457.75,bee,,,,,
1457.75,1458.25,traffic,,,,,
1458.25,1458.75,traffic,,,,,
1458.75,1459.25,traffic,,,,,
1459.25,1459.75,other,,,,,
1459.75,1460.25,other,,,,,
1460.25,1460.75,other,,,,,
1460.75,1461.25,traffic,,,,,
1461.25,1461.75,traffic,,,,,
1461.75,1462.25,traffic,,,,,
1462.25,1462.75,traffic,,,,,
1462.75,1463.25,traffic,,,,,
1463.25,1463.75,bee,1463.424,1463.25,1464.224,1464.25,bee
1463.75,1464.25,other,,,,,
1464.25,1464.75,other,,,,,
1464.75,1465.25,other,,,,,
1465.25,1465.75,other,,,,,
1465.75,1466.25,other,,,,,
1466.25,1466.75,traffic,,,,,
1466.75,1467.25,traffic,,,,,
1467.25,1467.75,traffic,,,,,
1467.75,1468.25,other,,,,,
1468.25,1468.75,other,,,,,
1468.75,1469.25,traffic,,,,,
1469.25,1469.75,traffic,,,,,
1469.75,1470.25,traffic,,,,,
1470.25,1470.75,traffic,,,,,
1470.75,1471.25,traffic,,,,,
1471.25,1471.75,other,,,,,
1471.75,1472.25,other,,,,,
1472.25,1472.75,other,,,,,
1472.75,1473.25,other,,,,,
1473.25,1473.75,traffic,,,,,
1473.75,1474.25,other,,,,,
1474.25,1474.75,other,,,,,
1474.75,1475.25,other,,,,,
1475.25,1475.75,traffic,,,,,
1475.75,1476.25,traffic,,,,,
1476.25,1476.75,traffic,,,,,
1476.75,1477.25,traffic,,,,,
1477.25,1477.75,bee,,,,,
1477.75,1478.25,bee,,,,,
1478.25,1478.75,other,,,,,
1478.75,1479.25,other,,,,,
1479.25,1479.75,other,,,,,
1479.75,1480.25,other,,,,,
1480.25,1480.75,traffic,,,,,
1480.75,1481.25,traffic,,,,,
1481.25,1481.75,other,,,,,
1481.75,1482.25,other,,,,,
1482.25,1482.75,traffic,,,,,
1482.75,1483.25,other,,,,,
1483.25,1483.75,other,,,,,
1483.75,1484.25,traffic,,,,,
1484.25,1484.75,other,,,,,
1484.75,1485.25,other,,,,,
1485.25,1485.75,traffic,,,,,
1485.75,1486.25,traffic,,,,,
1486.25,1486.75,traffic,,,,,
1486.75,1487.25,traffic,,,,,
1487.25,1487.75,traffic,,,,,
1487.75,1488.25,traffic,,,,,
1488.25,1488.75,traffic,,,,,
1488.75,1489.25,traffic,,,,,
1489.25,1489.75,other,,,,,
1489.75,1490.25,traffic,,,,,
1490.25,1490.75,other,,,,,
1490.75,1491.25,other,,,,,
1491.25,1491.75,other,,,,,
1491.75,1492.25,other,,,,,
1492.25,1492.75,other,,,,,
1492.75,1493.25,traffic,,,,,
1493.25,1493.75,traffic,,,,,
1493.75,1494.25,other,,,,,
1494.25,1494.75,other,,,,,
1494.75,1495.25,traffic,,,,,
1495.25,1495.75,other,,,,,
1495.75,1496.25,traffic,,,,,
1496.25,1496.75,traffic,,,,,
1496.75,1497.25,other,,,,,
1497.25,1497.75,other,,,,,
1497.75,1498.25,traffic,,,,,
1498.25,1498.75,other,,,,,
1498.75,1499.25,other,,,,,
1499.25,1499.75,traffic,,,,,
1499.75,1500.25,traffic,,,,,
1500.25,1500.75,traffic,,,,,
1500.75,1501.25,other,,,,,
1501.25,1501.75,other,,,,,
1501.75,1502.25,other,,,,,
1502.25,1502.75,other,,,,,
1502.75,1503.25,other,,,,,
1503.25,1503.75,other,,,,,
1503.75,1504.25,traffic,,,,,
1504.25,1504.75,traffic,,,,,
1504.75,1505.25,traffic,,,,,
1505.25,1505.75,traffic,,,,,
1505.75,1506.25,traffic,,,,,
1506.25,1506.75,traffic,,,,,
1506.75,1507.25,traffic,,,,,
1507.25,1507.75,traffic,,,,,
1507.75,1508.25,traffic,,,,,
1508.25,1508.75,traffic,,,,,
1508.75,1509.25,traffic,,,,,
1509.25,1509.75,traffic,,,,,
1509.75,1510.25,traffic,,,,,
1510.25,1510.75,traffic,,,,,
1510.75,1511.25,traffic,,,,,
1511.25,1511.75,traffic,,,,,
1511.75,1512.25,traffic,,,,,
1512.25,1512.75,other,,,,,
1512.75,1513.25,other,,,,,
1513.25,1513.75,traffic,,,,,
1513.75,1514.25,traffic,,,,,
1514.25,1514.75,traffic,,,,,
1514.75,1515.25,traffic,,,,,
1515.25,1515.75,traffic,,,,,
1515.75,1516.25,traffic,,,,,
1516.25,1516.75,traffic,,,,,
1516.75,1517.25,other,,,,,
1517.25,1517.75,traffic,,,,,
1517.75,1518.25,traffic,,,,,
1518.25,1518.75,other,,,,,
1518.75,1519.25,other,,,,,
1519.25,1519.75,traffic,,,,,
1519.75,1520.25,traffic,,,,,
1520.25,1520.75,traffic,,,,,
1520.75,1521.25,other,,,,,
1521.25,1521.75,other,,,,,
1521.75,1522.25,other,,,,,
1522.25,1522.75,traffic,,,,,
1522.75,1523.25,traffic,,,,,
1523.25,1523.75,traffic,,,,,
1523.75,1524.25,traffic,,,,,
1524.25,1524.75,traffic,,,,,
1524.75,1525.25,traffic,,,,,
1525.25,1525.75,traffic,,,,,
1525.75,1526.25,traffic,,,,,
1526.25,1526.75,traffic,,,,,
1526.75,1527.25,traffic,,,,,
1527.25,1527.75,traffic,,,,,
1527.75,1528.25,traffic,,,,,
1528.25,1528.75,traffic,,,,,
1528.75,1529.25,traffic,,,,,
1529.25,1529.75,traffic,,,,,
1529.75,1530.25,traffic,,,,,
1530.25,1530.75,traffic,,,,,
1530.75,1531.25,traffic,,,,,
1531.25,1531.75,traffic,,,,,
1531.75,1532.25,other,,,,,
1532.25,1532.75,other,,,,,
1532.75,1533.25,other,,,,,
1533.25,1533.75,traffic,,,,,
1533.75,1534.25,traffic,,,,,
1534.25,1534.75,other,,,,,
1534.75,1535.25,other,,,,,
1535.25,1535.75,traffic,,,,,
1535.75,1536.25,traffic,,,,,
1536.25,1536.75,traffic,,,,,
1536.75,1537.25,traffic,,,,,
1537.25,1537.75,other,,,,,
1537.75,1538.25,traffic,,,,,
1538.25,1538.75,traffic,,,,,
1538.75,1539.25,traffic,,,,,
1539.25,1539.75,traffic,,,,,
1539.75,1540.25,traffic,,,,,
1540.25,1540.75,traffic,,,,,
1540.75,1541.25,traffic,,,,,
1541.25,1541.75,other,,,,,
1541.75,1542.25,other,,,,,
1542.25,1542.75,other,,,,,
1542.75,1543.25,other,,,,,
1543.25,1543.75,traffic,,,,,
1543.75,1544.25,traffic,,,,,
1544.25,1544.75,other,,,,,
1544.75,1545.25,traffic,,,,,
1545.25,1545.75,traffic,,,,,
1545.75,1546.25,traffic,,,,,
1546.25,1546.75,traffic,,,,,
1546.75,1547.25,other,,,,,
1547.25,1547.75,traffic,,,,,
1547.75,1548.25,traffic,,,,,
1548.25,1548.75,traffic,,,,,
1548.75,1549.25,traffic,,,,,
1549.25,1549.75,traffic,,,,,
1549.75,1550.25,traffic,,,,,
1550.25,1550.75,traffic,,,,,
1550.75,1551.25,traffic,,,,,
1551.25,1551.75,traffic,,,,,
1551.75,1552.25,traffic,,,,,
1552.25,1552.75,traffic,,,,,
1552.75,1553.25,traffic,,,,,
1553.25,1553.75,traffic,,,,,
1553.75,1554.25,traffic,,,,,
1554.25,1554.75,traffic,,,,,
1554.75,1555.25,traffic,,,,,
1555.25,1555.75,traffic,,,,,
1555.75,1556.25,other,,,,,
1556.25,1556.75,traffic,,,,,
1556.75,1557.25,traffic,,,,,
1557.25,1557.75,traffic,,,,,
1557.75,1558.25,traffic,,,,,
1558.25,1558.75,other,,,,,
1558.75,1559.25,other,,,,,
1559.25,1559.75,traffic,,,,,
1559.75,1560.25,traffic,,,,,
1560.25,1560.75,traffic,,,,,
1560.75,1561.25,traffic,,,,,
1561.25,1561.75,other,,,,,
1561.75,1562.25,traffic,,,,,
1562.25,1562.75,other,,,,,
1562.75,1563.25,traffic,,,,,
1563.25,1563.75,other,,,,,
1563.75,1564.25,traffic,,,,,
1564.25,1564.75,traffic,,,,,
1564.75,1565.25,traffic,,,,,
1565.25,1565.75,traffic,,,,,
1565.75,1566.25,other,,,,,
1566.25,1566.75,other,,,,,
1566.75,1567.25,traffic,,,,,
1567.25,1567.75,traffic,,,,,
1567.75,1568.25,traffic,,,,,
1568.25,1568.75,other,,,,,
1568.75,1569.25,other,,,,,
1569.25,1569.75,traffic,,,,,
1569.75,1570.25,traffic,,,,,
1570.25,1570.75,traffic,,,,,
1570.75,1571.25,traffic,,,,,
1571.25,1571.75,traffic,,,,,
1571.75,1572.25,traffic,,,,,
1572.25,1572.75,traffic,,,,,
1572.75,1573.25,traffic,,,,,
1573.25,1573.75,traffic,,,,,
1573.75,1574.25,other,,,,,
1574.25,1574.75,other,,,,,
1574.75,1575.25,other,,,,,
1575.25,1575.75,traffic,,,,,
1575.75,1576.25,traffic,,,,,
1576.25,1576.75,traffic,,,,,
1576.75,1577.25,other,,,,,
1577.25,1577.75,other,,,,,
1577.75,1578.25,traffic,,,,,
1578.25,1578.75,traffic,,,,,
1578.75,1579.25,traffic,,,,,
1579.25,1579.75,traffic,,,,,
1579.75,1580.25,other,,,,,
1580.25,1580.75,other,,,,,
1580.75,1581.25,traffic,,,,,
1581.25,1581.75,traffic,,,,,
1581.75,1582.25,traffic,,,,,
1582.25,1582.75,other,,,,,
1582.75,1583.25,other,,,,,
1583.25,1583.75,other,,,,,
1583.75,1584.25,other,,,,,
1584.25,1584.75,traffic,,,,,
1584.75,1585.25,traffic,,,,,
1585.25,1585.75,other,,,,,
1585.75,1586.25,other,,,,,
1586.25,1586.75,traffic,,,,,
1586.75,1587.25,traffic,,,,,
1587.25,1587.75,traffic,,,,,
1587.75,1588.25,traffic,,,,,
1588.25,1588.75,other,,,,,
1588.75,1589.25,other,,,,,
1589.25,1589.75,other,,,,,
1589.75,1590.25,other,,,,,
1590.25,1590.75,other,,,,,
1590.75,1591.25,other,,,,,
1591.25,1591.75,other,,,,,
1591.75,1592.25,other,,,,,
1592.25,1592.75,other,,,,,
1592.75,1593.25,other,,,,,
1593.25,1593.75,traffic,,,,,
1593.75,1594.25,other,,,,,
1594.25,1594.75,other,,,,,
1594.75,1595.25,other,,,,,
1595.25,1595.75,other,,,,,
1595.75,1596.25,traffic,,,,,
1596.25,1596.75,traffic,,,,,
1596.75,1597.25,other,,,,,
1597.25,1597.75,other,,,,,
1597.75,1598.25,traffic,,,,,
1598.25,1598.75,traffic,,,,,
1598.75,1599.25,traffic,,,,,
1599.25,1599.75,traffic,,,,,
1599.75,1600.25,traffic,,,,,
1600.25,1600.75,traffic,,,,,
1600.75,1601.25,traffic,,,,,
1601.25,1601.75,traffic,,,,,
1601.75,1602.25,traffic,,,,,
1602.25,1602.75,traffic,,,,,
1602.75,1603.25,traffic,,,,,
1603.25,1603.75,traffic,,,,,
1603.75,1604.25,traffic,,,,,
1604.25,1604.75,traffic,,,,,
1604.75,1605.25,traffic,,,,,
1605.25,1605.75,traffic,,,,,
1605.75,1606.25,traffic,,,,,
1606.25,1606.75,other,,,,,
1606.75,1607.25,traffic,,,,,
1607.25,1607.75,traffic,,,,,
1607.75,1608.25,traffic,,,,,
1608.25,1608.75,traffic,,,,,
1608.75,1609.25,traffic,,,,,
1609.25,1609.75,traffic,,,,,
1609.75,1610.25,traffic,,,,,
1610.25,1610.75,traffic,,,,,
1610.75,1611.25,traffic,,,,,
1611.25,1611.75,traffic,,,,,
1611.75,1612.25,traffic,,,,,
1612.25,1612.75,traffic,,,,,
1612.75,1613.25,other,,,,,
1613.25,1613.75,other,,,,,
1613.75,1614.25,other,,,,,
1614.25,1614.75,traffic,,,,,
1614.75,1615.25,traffic,,,,,
1615.25,1615.75,traffic,,,,,
1615.75,1616.25,traffic,,,,,
1616.25,1616.75,other,,,,,
1616.75,1617.25,other,,,,,
1617.25,1617.75,traffic,,,,,
1617.75,1618.25,traffic,,,,,
1618.25,1618.75,other,,,,,
1618.75,1619.25,other,,,,,
1619.25,1619.75,traffic,,,,,
1619.75,1620.25,other,,,,,
1620.25,1620.75,other,,,,,
1620.75,1621.25,other,,,,,
1621.25,1621.75,other,,,,,
1621.75,1622.25,other,,,,,
1622.25,1622.75,other,,,,,
1622.75,1623.25,other,,,,,
1623.25,1623.75,traffic,,,,,
1623.75,1624.25,traffic,,,,,
1624.25,1624.75,traffic,,,,,
1624.75,1625.25,other,,,,,
1625.25,1625.75,traffic,,,,,
1625.75,1626.25,other,,,,,
1626.25,1626.75,traffic,,,,,
1626.75,1627.25,other,,,,,
1627.25,1627.75,traffic,,,,,
1627.75,1628.25,traffic,,,,,
1628.25,1628.75,other,,,,,
1628.75,1629.25,traffic,,,,,
1629.25,1629.75,other,,,,,
1629.75,1630.25,traffic,,,,,
1630.25,1630.75,insect,,,,,
1630.75,1631.25,bee,,,,,
1631.25,1631.75,bee,1631.072,1631.25,1631.616,1631.75,bee
1631.75,1632.25,bee,,,,,
1632.25,1632.75,traffic,,,,,
1632.75,1633.25,traffic,,,,,
1633.25,1633.75,other,,,,,
1633.75,1634.25,other,,,,,
1634.25,1634.75,other,,,,,
1634.75,1635.25,traffic,,,,,
